"id","sl.cat","ta.cat","act.cat","northing","easting","date_time"
"sara",7,4,NA,7875196,624609,1570170063
"sara",7,10,NA,7875847,624868,1570170440
"sara",1,2,3,7875824,624893,1570170859
"sara",1,8,NA,7875844,624923,1570171277
"sara",1,1,4,7875823,624902,1570171744
"sara",1,NA,4,7876117,624861,1570246761
"sara",1,4,NA,7876097,624884,1570247172
"sara",2,7,NA,7876132,624971,1570247598
"sara",1,NA,4,7876095,625017,1570248896
"sara",1,1,NA,7876043,625069,1570251804
"sara",1,9,2,7876062,625065,1570252226
"sara",1,3,NA,7876062,625068,1570252654
"sara",1,10,1,7876062,625060,1570253093
"sara",2,1,NA,7876074,625154,1570253479
"sara",1,NA,NA,7876051,625072,1570256463
"sara",2,NA,NA,7876063,625077,1570257703
"sara",1,10,NA,7876040,625076,1570258089
"sara",1,3,NA,7876054,625021,1570258564
"sara",1,1,NA,7876046,625068,1570258984
"sara",1,NA,NA,7876034,625073,1570260197
"sara",1,10,3,7876059,625071,1570260644
"sara",1,10,NA,7876032,625064,1570261061
"sara",1,5,2,7876015,625056,1570261504
"sara",1,NA,4,7876056,625001,1570263578
"sara",1,4,NA,7876075,624988,1570264010
"sara",6,NA,NA,7876385,625084,1570412846
"sara",6,1,3,7876056,624820,1570413285
"sara",1,NA,2,7876021,624709,1570414529
"sara",1,NA,NA,7875965,624638,1570415789
"sara",1,1,NA,7875982,624640,1570416210
"sara",1,NA,NA,7875933,624658,1570419133
"sara",1,8,4,7875937,624693,1570419559
"sara",1,NA,NA,7875963,624657,1570421259
"sara",1,1,5,7875914,624618,1570421658
"sara",1,6,NA,7875882,624612,1570422083
"sara",1,8,NA,7875876,624623,1570422505
"sara",1,5,1,7875862,624639,1570422926
"sara",2,NA,NA,7875849,624708,1570425441
"sara",1,10,2,7875902,624701,1570425904
"sara",1,NA,NA,7875955,624711,1570427164
"sara",1,NA,1,7876090,624817,1570429220
"sara",1,1,NA,7876073,624799,1570429635
"sara",1,2,1,7876089,624801,1570430058
"sara",4,10,NA,7875840,624657,1570430498
"sara",1,NA,NA,7876112,624837,1570503452
"sara",1,NA,1,7876148,624795,1570505967
"sara",2,NA,NA,7876297,624770,1570508483
"sara",1,6,NA,7876333,624770,1570508902
"sara",1,9,4,7876320,624749,1570509340
"sara",1,4,NA,7876321,624743,1570509745
"sara",1,9,1,7876311,624745,1570510171
"sara",4,NA,NA,7876473,624484,1570513953
"sara",2,NA,NA,7876297,624284,1570515198
"sara",2,3,4,7876374,624208,1570515616
"sara",2,NA,NA,7876611,623984,1570589880
"sara",1,1,1,7876592,624006,1570590304
"sara",1,NA,NA,7876559,624034,1570591944
"sara",2,3,2,7876647,624092,1570592404
"sara",2,10,NA,7876605,623992,1570592824
"sara",1,7,NA,7876598,623990,1570593224
"sara",1,2,3,7876617,623978,1570593627
"sara",2,6,NA,7876653,623891,1570594049
"sara",2,10,2,7876606,623983,1570594488
"sara",1,6,NA,7876603,623990,1570594880
"sara",1,2,NA,7876595,623966,1570595323
"sara",1,NA,2,7876591,623959,1570596586
"sara",2,NA,NA,7876530,624125,1570598284
"sara",3,NA,3,7876506,624118,1570599543
"sara",2,9,3,7876516,624047,1570599956
"sara",1,3,NA,7876537,624046,1570600384
"sara",2,NA,5,7876623,623893,1570602037
"sara",1,4,NA,7876652,623923,1570602462
"sara",1,NA,NA,7876621,623907,1570603735
"sara",1,9,2,7876611,623961,1570604119
"sara",1,10,NA,7876625,623934,1570604548
"sara",1,NA,NA,7876628,623921,1570605795
"sara",4,6,6,7876569,623682,1570606223
"sara",4,5,NA,7876632,623476,1570606634
"sara",1,3,1,7876653,623488,1570607064
"sara",4,9,NA,7876612,623228,1570607477
"sara",6,5,NA,7876741,622884,1570607896
"sara",6,6,6,7876846,622509,1570608355
"sara",3,NA,NA,7876791,622479,1570680443
"sara",2,NA,NA,7876764,622541,1570681738
"sara",2,NA,NA,7877024,622486,1570683382
"sara",1,NA,NA,7876917,622519,1570684634
"sara",2,NA,4,7876751,622662,1570685944
"sara",2,6,4,7876732,622747,1570686317
"sara",2,5,NA,7876662,622820,1570686752
"sara",2,7,5,7876713,622929,1570687158
"sara",3,5,NA,7876700,623084,1570687619
"sara",5,2,4,7876515,622850,1570688042
"sara",4,5,2,7876413,622594,1570688456
"sara",7,1,NA,7876641,622997,1570688841
"sara",3,NA,NA,7876555,623256,1570690098
"sara",1,NA,3,7876704,623464,1570771492
"sara",2,3,NA,7876752,623560,1570771909
"sara",1,9,NA,7876774,623518,1570772309
"sara",2,NA,4,7876579,623624,1570776939
"sara",1,NA,NA,7876648,623610,1570778179
"sara",1,NA,NA,7876644,623583,1570780316
"sara",4,6,NA,7876708,623341,1570780698
"sara",4,1,4,7876642,623607,1570781130
"sara",2,7,NA,7876708,623678,1570781540
"sara",2,1,2,7876624,623588,1570781994
"sara",1,9,NA,7876624,623633,1570782378
"sara",1,10,1,7876636,623612,1570782844
"sara",1,5,2,7876641,623608,1570783227
"sara",2,7,NA,7876616,623509,1570783684
"sara",3,5,5,7876626,623330,1570784104
"sara",1,NA,4,7876597,623276,1570838972
"sara",2,NA,4,7876480,623566,1570841092
"sara",1,NA,NA,7876550,623604,1570843598
"sara",2,3,NA,7876610,623661,1570844004
"sara",1,1,3,7876596,623648,1570844434
"sara",4,3,NA,7876758,623444,1570844873
"sara",3,10,3,7876621,623599,1570845304
"sara",1,7,NA,7876622,623628,1570845713
"sara",1,1,4,7876613,623605,1570846144
"sara",1,NA,3,7876637,623639,1570847367
"sara",1,9,NA,7876677,623645,1570847824
"sara",1,10,NA,7876637,623634,1570848208
"sara",1,NA,4,7876625,623663,1570850742
"sara",1,6,NA,7876639,623670,1570851182
"sara",2,NA,NA,7876661,623739,1570852428
"sara",7,4,1,7876407,624119,1570852852
"sara",7,1,NA,7876636,623662,1570853270
"sara",1,10,1,7876617,623672,1570853696
"sara",1,10,NA,7876641,623664,1570854082
"sara",5,NA,NA,7877018,623816,1570857446
"sara",5,10,4,7876726,623639,1570857863
"sara",1,NA,3,7876744,623568,1570859122
"sara",1,9,NA,7876742,623588,1570859542
"sara",4,2,4,7876618,623383,1570859962
"sara",1,NA,4,7876562,623269,1570935859
"sara",1,NA,NA,7876568,623176,1570937577
"sara",1,3,3,7876508,623172,1570937956
"sara",1,10,NA,7876528,623180,1570938392
"sara",1,NA,1,7876482,623189,1570942153
"sara",1,NA,4,7876443,623210,1570944268
"sara",1,NA,2,7876524,623221,1570945518
"sara",2,10,NA,7876467,623162,1570945967
"sara",3,1,1,7876588,623285,1570946368
"sara",1,4,4,7876523,623230,1570947634
"sara",2,1,NA,7876503,623114,1570948075
"sara",1,NA,1,7876559,623254,1570949344
"sara",1,10,4,7876547,623211,1570949710
"sara",1,9,NA,7876519,623264,1570950143
"sara",1,NA,NA,7876571,623334,1571012224
"sara",2,5,NA,7876546,623259,1571012598
"sara",2,6,5,7876507,623175,1571013036
"sara",7,NA,NA,7876533,623087,1571014319
"sara",1,NA,NA,7876515,622987,1571016379
"sara",1,NA,NA,7876434,622948,1571018899
"sara",1,8,5,7876390,622988,1571019332
"sara",7,3,NA,7876137,622488,1571019740
"sara",7,1,5,7876537,623038,1571020168
"sara",2,8,NA,7876616,622975,1571020589
"sara",1,4,NA,7876633,622986,1571020999
"sara",2,3,NA,7876576,623117,1571021464
"sara",4,6,NA,7876612,623309,1571021840
"sara",1,5,3,7876611,623317,1571022277
"sara",2,NA,NA,7876610,623274,1571094398
"sara",3,6,NA,7876627,623437,1571094827
"sara",2,5,4,7876631,623512,1571095236
"sara",1,NA,NA,7876553,623457,1571098583
"sara",1,6,3,7876505,623447,1571099044
"sara",3,8,NA,7876466,623619,1571099464
"sara",1,NA,3,7876292,623518,1571105718
"sara",1,6,NA,7876290,623537,1571106153
"sara",1,NA,NA,7876237,623669,1571110364
"sara",2,NA,NA,7876143,623575,1571111603
"sara",3,1,4,7876335,623522,1571112019
"sara",1,NA,3,7876536,623326,1571114125
"sara",1,NA,NA,7876454,623327,1571184184
"sara",2,6,5,7876379,623285,1571184597
"sara",1,9,NA,7876381,623295,1571184993
"sara",1,1,3,7876371,623265,1571185445
"sara",1,NA,NA,7876366,623229,1571189612
"sara",1,2,NA,7876367,623236,1571190065
"sara",1,3,NA,7876338,623235,1571190475
"sara",1,5,3,7876298,623216,1571190890
"sara",1,2,NA,7876342,623205,1571191283
"sara",1,NA,NA,7876345,623171,1571192540
"sara",1,1,4,7876410,623191,1571192955
"sara",2,5,NA,7876490,623225,1571193378
"sara",3,8,NA,7876564,623096,1571193822
"sara",7,6,4,7876801,622790,1571195076
"sara",3,NA,NA,7876879,622404,1571276027
"sara",7,5,NA,7876660,621957,1571276465
"sara",7,2,NA,7877102,621974,1571276834
"sara",7,2,3,7876854,622481,1571277254
"sara",3,NA,5,7876708,622675,1571278518
"sara",3,5,NA,7876627,622791,1571278939
"sara",2,6,5,7876584,622868,1571279368
"sara",3,6,NA,7876603,623079,1571279799
"sara",1,4,NA,7876543,623109,1571280205
"sara",2,8,2,7876600,623211,1571280628
"sara",2,7,NA,7876684,623245,1571281048
"sara",2,1,2,7876593,623232,1571281475
"sara",1,2,NA,7876602,623226,1571281888
"sara",2,NA,4,7876567,623365,1571354426
"sara",1,7,NA,7876572,623381,1571354837
"sara",2,5,5,7876555,623504,1571355259
"sara",7,10,NA,7876669,623078,1571355692
"sara",7,1,NA,7876560,623545,1571356121
"sara",1,NA,NA,7876514,623603,1571360765
"sara",4,NA,3,7876450,623868,1571363693
"sara",4,1,NA,7876533,623666,1571364122
"sara",1,4,2,7876570,623662,1571364543
"sara",3,8,NA,7876591,623511,1571364965
"sara",1,NA,NA,7876558,623671,1571366191
"sara",1,NA,3,7876590,623672,1571367866
"sara",1,2,NA,7876591,623675,1571368283
"sara",1,5,NA,7876595,623719,1571368720
"sara",1,5,3,7876593,623746,1571369112
"sara",1,4,NA,7876569,623765,1571369545
"sara",1,4,3,7876552,623759,1571370004
"sara",1,1,NA,7876565,623760,1571370406
"sara",2,7,NA,7876630,623703,1571370806
"sara",1,9,4,7876566,623685,1571371224
"sara",2,NA,NA,7876614,623480,1571372479
"sara",2,NA,4,7876560,623374,1571440829
"sara",1,NA,NA,7876543,623401,1571442106
"sara",2,7,NA,7876539,623492,1571442540
"sara",2,NA,NA,7876337,623526,1571444225
"sara",1,3,NA,7876287,623502,1571444631
"sara",7,NA,NA,7875703,623235,1571446727
"sara",7,10,NA,7876282,623667,1571447165
"sara",1,NA,1,7876557,623760,1571450945
"sara",2,NA,3,7876641,623851,1571452162
"sara",4,5,NA,7876823,624075,1571452598
"sara",5,1,NA,7876546,623862,1571453035
"sara",1,3,3,7876582,623827,1571453427
"sara",1,NA,2,7876594,623791,1571455527
"sara",5,1,NA,7876540,624126,1571455947
"sara",6,10,3,7876603,623783,1571456364
"sara",1,NA,NA,7876614,623788,1571458057
"sara",1,9,2,7876621,623772,1571458463
"sara",2,3,NA,7876689,623815,1571458925
"sara",2,10,NA,7876633,623741,1571459310
"sara",1,10,2,7876634,623775,1571459723
"sara",2,7,NA,7876742,623810,1571460151
"sara",1,NA,3,7876392,623456,1571528105
"sara",7,NA,2,7876244,623548,1571529320
"sara",1,8,NA,7876190,623562,1571529745
"sara",4,4,4,7875998,623425,1571530164
"sara",3,10,NA,7876134,623586,1571530588
"sara",1,NA,NA,7876141,623685,1571531851
"sara",1,5,3,7876173,623696,1571532292
"sara",1,NA,2,7876159,623614,1571536482
"sara",1,NA,3,7876121,623636,1571537714
"sara",2,3,NA,7876042,623602,1571538162
"sara",1,6,3,7876013,623603,1571538561
"sara",1,2,NA,7876021,623583,1571538989
"sara",1,9,1,7875993,623582,1571539445
"sara",1,2,3,7876020,623559,1571539834
"sara",1,10,NA,7876009,623560,1571540236
"sara",1,8,4,7876014,623578,1571540664
"sara",1,8,NA,7876017,623577,1571541095
"sara",1,8,NA,7876015,623573,1571541508
"sara",1,NA,5,7876036,623532,1571542773
"sara",2,6,NA,7876143,623464,1571543208
"sara",1,NA,NA,7876330,623444,1571544438
"sara",1,NA,NA,7876611,623271,1571616158
"sara",2,NA,1,7876639,623287,1571617831
"sara",3,10,NA,7876522,623190,1571618255
"sara",2,5,2,7876441,623112,1571618697
"sara",1,NA,1,7876540,623196,1571620774
"sara",1,10,NA,7876538,623200,1571621185
"sara",1,5,1,7876531,623206,1571621645
"sara",1,2,1,7876535,623180,1571622058
"sara",1,NA,NA,7876546,623176,1571623277
"sara",1,9,NA,7876487,623162,1571623712
"sara",2,7,2,7876399,623222,1571624126
"sara",2,1,NA,7876480,623166,1571624540
"sara",1,8,2,7876467,623154,1571624954
"sara",1,7,NA,7876454,623153,1571625383
"sara",1,4,NA,7876448,623146,1571625797
"sara",2,6,4,7876345,623097,1571626220
"sara",1,9,NA,7876368,623160,1571626679
"sara",1,3,3,7876309,623166,1571627091
"sara",2,6,NA,7876236,623184,1571627512
"sara",2,NA,NA,7876246,623263,1571630843
"sara",1,9,3,7876265,623249,1571631290
"sara",1,2,NA,7876249,623303,1571631718
"sara",1,3,NA,7876215,623291,1571632098
"sara",1,1,3,7876257,623300,1571632540
"sara",1,9,NA,7876256,623291,1571632940
"sara",3,10,3,7876185,623425,1571633370
"sara",7,9,NA,7876866,623436,1571633808
"sara",7,10,NA,7876288,623249,1571634213
"sara",1,NA,3,7876391,623269,1571636754
"sara",2,5,NA,7876472,623293,1571637138
"sara",2,NA,4,7876443,623304,1571701742
"sara",4,NA,4,7876303,623207,1571703005
"sara",1,NA,4,7876335,623267,1571707182
"sara",2,6,NA,7876299,623208,1571707592
"sara",1,5,NA,7876301,623145,1571708005
"sara",2,5,5,7876324,623029,1571708420
"sara",2,3,NA,7876451,623074,1571708843
"sara",3,10,3,7876313,622960,1571709279
"sara",1,1,NA,7876349,622970,1571709682
"sara",1,10,NA,7876290,622927,1571710138
"sara",1,1,4,7876308,622929,1571710545
"sara",2,5,NA,7876396,622942,1571710942
"sara",1,3,3,7876406,623007,1571711357
"sara",2,10,NA,7876445,622924,1571711801
"sara",1,2,2,7876460,622947,1571712245
"sara",2,NA,NA,7876643,622830,1571714303
"sara",2,6,5,7876692,622764,1571714725
"sara",5,6,NA,7876878,622511,1571715162
"sara",3,10,5,7876729,622614,1571715599
"sara",1,NA,3,7876849,622419,1571796919
"sara",2,5,NA,7876787,622538,1571797341
"sara",1,NA,NA,7876767,622583,1571798607
"sara",2,NA,1,7876741,622589,1571801140
"sara",2,4,NA,7876673,622668,1571801579
"sara",2,7,3,7876690,622776,1571802005
"sara",2,4,NA,7876631,622849,1571802380
"sara",2,7,NA,7876632,622975,1571802795
"sara",2,6,3,7876676,623045,1571803249
"sara",2,2,NA,7876605,623051,1571803659
"sara",1,7,3,7876581,623081,1571804057
"sara",1,NA,NA,7876583,623119,1571805365
"sara",2,10,NA,7876543,623229,1571805737
"sara",2,NA,NA,7876617,623039,1571878297
"sara",3,NA,NA,7876607,622887,1571879566
"sara",2,9,4,7876513,622925,1571879962
"sara",2,5,NA,7876437,622943,1571880385
"sara",3,2,NA,7876509,622805,1571880798
"sara",1,NA,4,7876535,622740,1571882058
"sara",1,6,NA,7876515,622688,1571882524
"sara",1,5,NA,7876502,622630,1571882907
"sara",1,6,4,7876421,622614,1571884161
"sara",2,3,NA,7876345,622575,1571884583
"sara",1,7,NA,7876303,622582,1571885008
"sara",1,6,3,7876239,622594,1571885414
"sara",2,NA,NA,7876208,622482,1571886692
"sara",3,9,NA,7876175,622619,1571887114
"sara",1,3,4,7876137,622609,1571887512
"sara",1,NA,NA,7876205,622628,1571888792
"sara",1,7,NA,7876231,622608,1571889222
"sara",1,3,4,7876261,622659,1571889616
"sara",1,5,NA,7876264,622705,1571890037
"sara",1,2,4,7876220,622654,1571890452
"sara",3,1,NA,7876322,622770,1571890897
"sara",2,10,NA,7876282,622714,1571891300
"sara",4,NA,NA,7876195,622571,1571894272
"sara",4,10,3,7876307,622783,1571894666
"sara",2,6,NA,7876376,622833,1571895081
"sara",1,8,NA,7876377,622830,1571895508
"sara",1,1,5,7876381,622884,1571895943
"sara",1,8,NA,7876395,622879,1571896360
"sara",1,NA,NA,7876403,622858,1571897607
"sara",1,1,2,7876401,622894,1571898028
"sara",4,6,NA,7876503,623080,1571898436
"sara",1,NA,NA,7876497,623470,1571973088
"sara",1,NA,NA,7876586,623609,1571976065
"sara",1,4,NA,7876589,623657,1571976442
"sara",1,NA,NA,7876563,623670,1571981492
"sara",1,4,NA,7876605,623729,1571981935
"sara",1,5,1,7876615,623773,1571982350
"sara",1,1,NA,7876595,623720,1571982775
"sara",2,2,4,7876662,623749,1571983153
"sara",1,4,NA,7876661,623768,1571983579
"sara",1,9,NA,7876701,623756,1571984000
"sara",2,1,3,7876642,623816,1571984417
"sara",1,4,NA,7876600,623803,1571984864
"sara",2,3,4,7876637,623703,1571985274
"sara",4,6,NA,7876615,623459,1571985717
"sara",6,10,NA,7876589,623790,1571986111
"sara",1,9,4,7876596,623782,1571986514
"sara",1,9,NA,7876590,623783,1571986936
"sara",1,2,4,7876594,623761,1571987387
"sara",1,5,NA,7876612,623739,1571987773
"sara",1,5,NA,7876646,623727,1571988236
"sara",1,10,NA,7876622,623720,1571988665
"sara",4,NA,4,7876562,623389,1571990749
"sara",1,4,NA,7876585,623332,1571991185
"sara",3,NA,4,7876577,623389,1572054868
"sara",2,6,NA,7876594,623462,1572055281
"sara",7,NA,4,7876599,623991,1572059060
"sara",5,10,NA,7876630,623665,1572059483
"sara",2,NA,5,7876800,623734,1572064523
"sara",2,4,NA,7876849,623784,1572064941
"sara",2,6,3,7876930,623847,1572065366
"sara",1,NA,4,7876859,623792,1572067451
"sara",1,4,NA,7876821,623825,1572067910
"sara",1,NA,NA,7876802,623883,1572069977
"sara",2,6,NA,7876716,623833,1572070400
"sara",1,8,3,7876714,623839,1572070844
"sara",2,3,NA,7876624,623819,1572071285
"sara",1,9,4,7876642,623859,1572071657
"sara",2,8,NA,7876765,623818,1572072085
"sara",3,10,NA,7876623,623818,1572072507
"sara",1,8,NA,7876613,623850,1572072963
"sara",1,10,NA,7876635,623826,1572073337
"sara",3,1,4,7876599,624011,1572073764
"sara",3,10,NA,7876670,623801,1572074209
"sara",3,NA,NA,7876707,623511,1572076307
"sara",1,5,NA,7876724,623470,1572076706
"sara",7,NA,NA,7876553,623811,1572149285
"sara",2,3,2,7876632,623773,1572149664
"sara",4,4,NA,7876850,623938,1572150101
"sara",3,10,NA,7876708,623812,1572150520
"sara",2,NA,2,7876733,623780,1572151792
"sara",2,7,NA,7876787,623831,1572152181
"sara",7,NA,4,7876982,623882,1572155124
"sara",1,4,NA,7876979,623860,1572155536
"sara",1,1,3,7876987,623897,1572155981
"sara",5,NA,5,7876957,623710,1572157229
"sara",4,1,NA,7876925,623478,1572157643
"sara",2,3,3,7877002,623483,1572158071
"sara",2,8,NA,7877028,623378,1572158483
"sara",1,5,NA,7877049,623333,1572158932
"sara",1,NA,NA,7877070,623275,1572161014
"sara",4,NA,NA,7877112,622891,1572162725
"sara",4,NA,NA,7876886,622411,1572163947
"sara",2,NA,NA,7876857,622500,1572230618
"sara",2,6,4,7876884,622609,1572231028
"sara",1,7,NA,7876946,622622,1572231485
"sara",3,1,2,7876803,622650,1572231892
"sara",3,1,NA,7876949,622615,1572232296
"sara",2,4,NA,7877013,622701,1572232716
"sara",1,NA,4,7877248,622772,1572233973
"sara",1,3,NA,7877252,622780,1572234425
"sara",2,NA,NA,7877308,622830,1572237738
"sara",1,3,4,7877274,622848,1572238205
"sara",1,7,NA,7877273,622851,1572238580
"sara",6,3,NA,7876936,622620,1572239022
"sara",7,1,4,7877342,622829,1572239416
"sara",1,8,NA,7877354,622807,1572239841
"sara",1,3,3,7877378,622819,1572240254
"sara",2,9,NA,7877346,622747,1572240671
"sara",1,8,NA,7877300,622773,1572241100
"sara",2,2,4,7877291,622668,1572241515
"sara",2,3,NA,7877381,622658,1572241944
"sara",1,2,2,7877360,622684,1572242369
"sara",1,3,NA,7877322,622665,1572242776
"sara",1,3,NA,7877347,622624,1572243203
"sara",1,4,NA,7877413,622619,1572243665
"sara",1,10,NA,7877370,622608,1572244036
"sara",2,4,4,7877316,622536,1572244449
"sara",3,7,NA,7877157,622512,1572244873
"sara",3,6,NA,7876969,622521,1572245294
"sara",1,NA,NA,7876786,622391,1572320794
"sara",1,NA,NA,7876709,622482,1572324997
"sara",2,NA,NA,7876720,622526,1572326272
"sara",1,4,3,7876738,622575,1572326684
"sara",1,9,NA,7876752,622543,1572327075
"sara",2,9,NA,7876678,622538,1572327496
"sara",1,7,5,7876624,622580,1572327922
"sara",2,2,NA,7876602,622509,1572328350
"sara",2,3,5,7876679,622492,1572328792
"sara",2,NA,NA,7876804,622393,1572333419
"sara",1,9,NA,7876742,622385,1572333821
"sara",3,1,5,7876880,622348,1572334220
"sara",1,10,NA,7876855,622349,1572334654
"sara",2,NA,NA,7876963,622517,1572335896
"sara",6,6,5,7877293,622719,1572336324
"sara",4,6,NA,7877544,622724,1572336737
"sara",7,NA,NA,7876977,622984,1572406380
"sara",7,10,4,7877608,622848,1572406784
"sara",1,NA,3,7877629,622880,1572408042
"sara",1,5,NA,7877624,622910,1572408441
"sara",1,NA,4,7877542,622936,1572410970
"sara",2,5,NA,7877495,622884,1572411384
"sara",1,8,NA,7877484,622895,1572411819
"sara",2,NA,NA,7877445,622951,1572489817
"sara",1,NA,NA,7877471,622875,1572491494
"sara",1,7,NA,7877468,622847,1572491919
"sara",1,4,3,7877493,622814,1572492327
"sara",3,NA,NA,7877632,622702,1572496985
"sara",2,2,3,7877702,622695,1572497362
"sara",1,6,NA,7877729,622671,1572497789
"sara",1,7,NA,7877711,622628,1572498237
"sara",1,10,1,7877724,622685,1572498621
"sara",1,8,NA,7877747,622683,1572499040
"sara",1,7,2,7877763,622665,1572499505
"sara",1,9,NA,7877759,622664,1572499894
"sara",1,5,NA,7877733,622649,1572500298
"sara",1,4,3,7877726,622600,1572500740
"sara",1,9,NA,7877701,622622,1572501153
"sara",1,5,3,7877694,622625,1572501560
"sara",1,4,NA,7877668,622619,1572502003
"sara",1,8,NA,7877667,622664,1572502393
"sara",1,8,2,7877685,622666,1572502820
"sara",1,2,NA,7877678,622674,1572503240
"sara",1,1,3,7877687,622645,1572503656
"sara",1,10,NA,7877656,622679,1572504091
"sara",1,3,NA,7877626,622657,1572504497
"sara",1,NA,NA,7877635,622621,1572577055
"sara",1,1,3,7877636,622621,1572577482
"sara",4,8,NA,7877583,622407,1572577906
"sara",3,10,NA,7877615,622599,1572578319
"sara",1,NA,2,7877655,622595,1572579592
"sara",4,NA,3,7877407,622427,1572583798
"sara",5,NA,5,7877628,622569,1572585024
"sara",1,10,NA,7877610,622557,1572585483
"sara",1,9,2,7877612,622565,1572585889
"sara",1,NA,1,7877615,622579,1572587133
"sara",1,NA,2,7877601,622689,1572593434
"sara",7,NA,NA,7877599,622679,1572660516
"sara",1,NA,NA,7877631,622583,1572662592
"sara",1,NA,4,7877606,622502,1572665971
"sara",1,NA,3,7877698,622481,1572667216
"sara",7,NA,1,7877662,622412,1572671417
"sara",1,10,NA,7877661,622407,1572671849
"sara",1,3,1,7877710,622403,1572672256
"sara",1,9,NA,7877665,622372,1572672703
"sara",1,10,NA,7877676,622400,1572673096
"sara",2,4,5,7877637,622486,1572673523
"sara",1,NA,NA,7877573,622464,1572674781
"sara",1,10,NA,7877614,622473,1572675195
"sara",2,2,3,7877565,622546,1572675620
"sara",1,4,NA,7877522,622556,1572676040
"sara",1,1,3,7877542,622547,1572676470
"sara",6,5,NA,7877910,622490,1572676899
"sara",6,1,3,7877549,622590,1572677343
"sara",2,9,5,7877651,622629,1572677751
"sara",2,NA,NA,7877606,622773,1572759966
"sara",1,7,NA,7877627,622780,1572760380
"sara",1,3,4,7877601,622819,1572760770
"sara",1,9,NA,7877650,622806,1572761194
"sara",1,10,3,7877626,622934,1572764129
"sara",1,2,NA,7877590,622876,1572764558
"sara",4,3,4,7877744,622729,1572764960
"sara",2,2,NA,7877731,622815,1572765378
"sara",4,1,NA,7877647,622604,1572765832
"sara",1,NA,4,7877671,622926,1572834606
"sara",3,NA,4,7877732,622730,1572838774
"sara",1,NA,5,7877745,622568,1572840021
"sara",3,4,NA,7877862,622395,1572840444
"sara",1,NA,2,7877993,622482,1572844224
"sara",3,1,NA,7878156,622496,1572844661
"sara",1,4,NA,7878195,622410,1572845903
"sara",3,8,NA,7877995,622348,1572846365
"sara",3,10,NA,7878099,622443,1572846735
"sara",1,NA,NA,7877907,622567,1572848008
"sara",1,10,1,7877928,622569,1572848453
"sara",1,1,NA,7877890,622568,1572848864
"sara",1,10,4,7877941,622581,1572849258
"sara",2,2,NA,7877866,622614,1572849688
"sara",2,2,NA,7877891,622520,1572850099
"sara",2,10,6,7877808,622609,1572850526
"sara",4,7,NA,7877910,622843,1572850939
"sara",1,3,6,7877852,622854,1572851359
"sara",2,4,NA,7877766,622809,1572851816
"sara",1,6,5,7877701,622806,1572852246
"sara",2,7,5,7877655,622919,1572852623
"sara",2,7,NA,7877707,622982,1572853050
"sara",2,10,6,7877676,622855,1572853485
"sara",1,4,NA,7877708,622800,1572853912
"sara",4,7,NA,7877593,622618,1572854304
"sara",3,4,6,7877671,622471,1572854720
"sara",3,5,NA,7877813,622325,1572855150
"sara",4,4,6,7878020,622417,1572855559
"sara",3,7,NA,7878178,622374,1572855979
"sara",3,2,NA,7878077,622510,1572856404
"sara",3,5,6,7877908,622564,1572856824
"sara",1,3,NA,7877888,622500,1572857253
"sara",1,3,6,7877936,622481,1572857673
"sara",2,3,NA,7877955,622561,1572858075
"sara",4,8,NA,7878149,622444,1572858495
"sara",2,6,5,7878210,622377,1572858941
"sara",3,10,NA,7878058,622460,1572859355
"sara",4,4,6,7877879,622306,1572859762
"sara",3,8,NA,7877772,622430,1572860186
"sara",3,5,NA,7877582,622497,1572860596
"sara",2,8,5,7877608,622612,1572861020
"tex",1,NA,NA,7875385,632828,1558571463
"tex",1,NA,NA,7875295,632913,1558573982
"tex",1,NA,2,7874874,632494,1558738786
"tex",6,NA,NA,7874849,632428,1558743392
"tex",1,NA,3,7874624,631552,1558833603
"tex",1,NA,NA,7875241,630651,1558909052
"tex",1,NA,4,7874265,631275,1559181303
"tex",1,NA,3,7874468,631329,1559257190
"tex",1,NA,NA,7874534,631063,1559271063
"tex",1,NA,NA,7874378,631302,1559344863
"tex",2,NA,NA,7874051,631162,1559351557
"tex",3,NA,6,7874820,631080,1559362483
"tex",1,NA,NA,7875381,630522,1559429574
"tex",2,9,4,7875286,630543,1559429981
"tex",4,NA,NA,7876287,631175,1559527737
"tex",2,NA,6,7875679,630509,1559687060
"tex",1,NA,4,7875322,630517,1559691263
"tex",1,7,NA,7875271,630542,1559691718
"tex",1,NA,3,7875127,630475,1559693403
"tex",1,NA,3,7874489,631307,1559779801
"tex",2,NA,6,7874917,631834,1559784003
"tex",2,NA,NA,7875309,632440,1559858634
"tex",2,7,5,7875232,632416,1559859024
"tex",3,NA,5,7874685,633434,1559869143
"tex",2,NA,NA,7875524,633912,1559873763
"tex",3,NA,NA,7876405,634302,1559883423
"tex",2,4,5,7876430,634432,1559883844
"tex",2,NA,NA,7876738,633552,1559951763
"tex",1,NA,4,7876701,633596,1560119104
"tex",2,6,NA,7876699,633486,1560119496
"tex",1,2,NA,7876736,633522,1560119939
"tex",7,NA,4,7876702,633450,1560122437
"tex",2,3,NA,7876635,633351,1560122864
"tex",2,NA,NA,7876397,633393,1560124983
"tex",1,NA,2,7876482,633287,1560126243
"tex",1,9,3,7876504,633298,1560126650
"tex",2,NA,NA,7876470,633257,1560127923
"tex",1,1,2,7876484,633289,1560128343
"tex",1,NA,3,7876338,633282,1560130839
